City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
329,Gunjur,GM,13.2019,-16.7339,78.87,44,0,3.44,clear sky
330,Tual,ID,-5.6667,132.75,83.44,70,91,4.03,overcast clouds
331,Lucapa,AO,-8.4192,20.7447,64.47,97,99,3.76,light rain
332,Ingham,US,42.6,-84.3833,7.83,82,100,16.11,haze
333,Vanimo,PG,-2.6741,141.3028,77.18,90,90,5.79,overcast clouds
334,Great Falls,US,47.5002,-111.3008,9.68,77,100,5.75,mist
335,Vuktyl,RU,63.8567,57.3094,29.25,96,99,8.7,light snow
336,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,79,100,18.41,overcast clouds
337,Bethel,US,41.3712,-73.414,41.31,67,100,18.41,moderate rain
338,Mount Gambier,AU,-37.8333,140.7667,52.52,89,99,2.82,overcast clouds
339,Maningrida,AU,-12.0667,134.2667,81.18,80,100,10.22,overcast clouds
340,Kungsbacka,SE,57.4872,12.0761,29.05,78,5,3.78,clear sky
341,Chekmagush,RU,55.1319,54.6556,32.63,97,100,14.41,light snow
342,Ketchikan,US,55.3422,-131.6461,27.07,80,100,3.44,light snow
343,Fiche,ET,9.8,38.7333,56.82,56,94,1.48,overcast clouds
344,Pirganj,BD,25.8523,88.3618,61.47,52,0,3.42,clear sky
345,Chongoyape,PE,-6.6406,-79.3892,83.91,57,83,9.01,light rain
346,Ahipara,NZ,-35.1667,173.1667,65.79,79,100,3.87,overcast clouds
347,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,76.42,61,100,15.39,overcast clouds
348,Thornton,US,39.868,-104.9719,26.8,60,40,3.44,scattered clouds
349,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,22,0,13.8,clear sky
350,Yerbogachen,RU,61.2767,108.0108,-26.45,100,26,4.74,scattered clouds
351,Sassandra,CI,4.95,-6.0833,79.29,79,13,5.91,few clouds
352,Bondo,CD,3.8146,23.6866,72.21,72,81,2.84,broken clouds
353,Lazaro Cardenas,MX,17.9583,-102.2,83.52,59,98,8.28,overcast clouds
354,Zhongshu,CN,24.5167,103.7667,42.85,91,100,4.74,overcast clouds
355,Cam Ranh,VN,11.9214,109.1591,71.56,64,20,8.05,few clouds
356,Biak,ID,-0.9131,122.8766,75.94,90,100,2.35,overcast clouds
357,Mezen,RU,65.8522,44.24,31.69,92,100,7.63,overcast clouds
358,Itaituba,BR,-4.2761,-55.9836,87.96,74,40,3.44,scattered clouds
359,Cove,BJ,7.221,2.3402,77.94,31,9,4.23,clear sky
360,Mandalgovi,MN,45.7625,106.2708,4.86,77,48,7.85,scattered clouds
361,Coahuayana,MX,18.7333,-103.6833,86.34,50,100,5.95,overcast clouds
362,Envira,BR,-7.3,-70.2167,86.11,66,50,3.31,scattered clouds
363,Megion,RU,61.0296,76.1136,8.62,94,100,11.52,light snow
364,Pevek,RU,69.7008,170.3133,-5.6,89,3,5.93,clear sky
365,San Lorenzo,PY,-25.3333,-57.5333,95.94,23,20,8.05,few clouds
366,Kavaratti,IN,10.5669,72.642,81.59,65,96,11.97,overcast clouds
367,Huangpi,CN,30.8845,114.3779,35.71,55,0,8.95,clear sky
368,Sabang,ID,5.8933,95.3214,80.69,80,64,11.52,broken clouds
369,Anloga,GH,5.7947,0.8973,81.14,61,27,10.94,scattered clouds
370,Ayorou,NE,14.7308,0.9174,70.12,19,97,10.2,overcast clouds
371,Varadero,CU,23.1536,-81.2514,81.36,61,100,7.92,overcast clouds
372,The Valley,AI,18.217,-63.0578,84.06,65,20,12.66,few clouds
373,Aksarka,RU,66.5606,67.7975,-7.24,99,100,2.66,overcast clouds
374,Bengkulu,ID,-3.8004,102.2655,75.65,88,100,6.29,overcast clouds
375,Andenes,NO,69.3143,16.1194,31.98,59,75,21.85,light snow
376,Kuah,MY,6.3265,99.8432,78.78,73,20,3.44,few clouds
377,Angoche,MZ,-16.2325,39.9086,77.0,77,46,8.7,scattered clouds
378,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,67,40,21.83,light intensity shower rain
379,Longyearbyen,SJ,78.2186,15.6401,6.64,72,0,9.22,clear sky
380,Kholm,RU,59.2667,32.85,33.28,98,100,8.41,overcast clouds
381,Reyes,BO,-14.3167,-67.3833,91.56,58,75,13.8,broken clouds
382,Banapur,IN,19.7833,85.1833,66.16,70,46,4.25,scattered clouds
383,Lata,PT,40.1629,-8.3327,52.65,93,57,4.7,broken clouds
384,Tete,MZ,-16.1564,33.5867,77.14,78,75,5.01,broken clouds
385,Faya,SA,18.3851,42.4509,53.71,82,46,7.31,scattered clouds
386,Lagoa,PT,39.05,-27.9833,57.27,64,8,31.41,light rain
387,Katangli,RU,51.7102,143.2326,27.79,97,100,16.35,snow
388,Astoria,US,46.1879,-123.8313,50.86,100,100,6.91,light rain
389,Rafai,CF,4.95,23.9167,73.54,52,56,2.15,broken clouds
390,Atambua,ID,-9.1061,124.8925,74.08,91,100,0.81,overcast clouds
391,Diban,SY,35.0365,40.5167,57.13,55,97,9.08,overcast clouds
392,Sarh,TD,9.1429,18.3923,75.11,33,0,3.44,clear sky
393,Acarau,BR,-2.8856,-40.12,78.62,78,100,1.97,overcast clouds
394,Tessalit,ML,20.1986,1.0114,65.75,20,99,9.93,overcast clouds
395,Labuhan,ID,-6.8844,112.2051,77.2,87,100,10.85,overcast clouds
396,Adrar,MR,20.5022,-10.0711,64.27,23,0,11.5,clear sky
397,Camopi,GF,3.1655,-52.3158,76.17,94,25,3.89,scattered clouds
398,Carroll,US,39.5501,-77.0164,18.72,48,40,25.32,snow
399,Urusha,RU,54.05,122.9,-6.03,95,97,3.6,overcast clouds
400,Kendari,ID,-3.945,122.4989,77.99,79,100,7.9,overcast clouds
401,Rio Grande,BR,-32.035,-52.0986,87.91,68,84,21.54,broken clouds
402,Lokhvytsya,UA,50.3678,33.2602,37.45,81,77,7.09,broken clouds
403,Diapaga,BF,12.0708,1.7889,72.23,17,73,6.91,broken clouds
404,Kortenberg,BE,50.887,4.5398,54.54,84,75,23.02,broken clouds
405,Sakaiminato,JP,35.55,133.2333,35.58,80,75,23.02,light shower snow
406,Arifwala,PK,30.294,73.0735,52.95,30,0,2.26,clear sky
407,Leningradskiy,RU,69.3833,178.4167,-3.08,79,3,4.5,clear sky
408,Bathurst,AU,-33.4166,149.5806,58.96,92,0,0.89,clear sky
409,Rognan,NO,67.0953,15.3878,33.94,90,100,5.66,light snow
410,Dehloran,IR,32.6941,47.2679,55.58,82,100,19.01,overcast clouds
411,Suvorovo,BG,43.3333,27.6,42.35,74,3,3.87,clear sky
412,Aitape,PG,-3.1374,142.3475,77.65,89,96,5.48,overcast clouds
413,Manono,CD,-7.3,27.4167,67.48,92,89,1.79,overcast clouds
414,Westport,US,41.1415,-73.3579,42.84,76,100,25.32,light rain
415,Livingstonia,MW,-10.606,34.1063,63.95,91,100,2.01,light rain
416,Nador,MA,35.174,-2.9287,60.87,77,0,3.44,clear sky
417,Olafsvik,IS,64.8945,-23.7142,24.98,63,54,12.08,broken clouds
418,Kasongo,CD,-4.45,26.6667,66.99,96,100,1.86,overcast clouds
419,Devecser,HU,47.1032,17.438,48.11,91,100,3.31,light rain
420,Nanakuli,US,21.3906,-158.1547,79.45,69,20,4.61,few clouds
421,Schruns,AT,47.0709,9.9475,43.5,98,100,6.35,light rain
422,Fare,PF,-16.7,-151.0167,80.76,74,63,15.28,broken clouds
423,Ukiah,US,39.1502,-123.2078,58.37,90,100,0.0,mist
424,Pemangkat,ID,1.1667,108.9667,77.59,80,100,11.34,overcast clouds
425,Tricase,IT,39.9304,18.3553,45.75,78,5,4.56,clear sky
426,Amapa,BR,1.0,-52.0,76.01,93,82,3.27,broken clouds
427,Krasnyy Luch,UA,48.1395,38.9371,32.49,68,97,4.47,overcast clouds
428,Coquimbo,CL,-29.9533,-71.3436,69.53,68,0,16.11,clear sky
429,Tiznit,MA,29.5833,-9.5,64.02,41,0,0.4,clear sky
430,Contai,IN,21.7786,87.7536,65.53,40,25,3.98,scattered clouds
431,Muros,ES,42.7762,-9.0603,56.68,97,100,15.28,overcast clouds
432,Valday,RU,57.9747,33.2525,32.4,98,100,7.92,overcast clouds
433,Nemuro,JP,43.3236,145.575,32.49,91,100,6.76,light snow
434,Hasaki,JP,35.7333,140.8333,32.29,49,0,28.1,clear sky
435,Manjacaze,MZ,-24.7117,33.8828,70.36,67,0,9.37,clear sky
436,Berbera,SO,10.4396,45.0143,76.21,78,18,6.15,few clouds
437,Zabol,AF,32.25,67.25,29.32,61,0,7.27,clear sky
438,Mantua,IT,45.1667,10.7833,47.44,90,97,1.01,overcast clouds
439,Anori,BR,-3.7728,-61.6442,83.39,75,100,2.39,overcast clouds
440,San Juan,AR,-31.5375,-68.5364,73.81,32,38,16.89,scattered clouds
441,Mwinilunga,ZM,-11.7358,24.4293,63.01,98,100,3.04,light rain
442,Bani,DO,18.2833,-70.3333,80.85,64,6,12.33,clear sky
443,Lhokseumawe,ID,5.1801,97.1507,76.62,88,100,6.13,overcast clouds
444,Dasoguz,TM,41.8363,59.9666,21.15,73,0,11.5,clear sky
445,Diego De Almagro,CL,-26.3667,-70.05,79.7,22,0,13.04,clear sky
446,Khadzhalmakhi,RU,42.42,47.1821,38.12,45,1,3.56,clear sky
447,Beloha,MG,-25.1667,45.05,65.71,74,0,6.35,clear sky
448,Coihaique,CL,-45.5752,-72.0662,61.41,41,20,10.36,few clouds
449,Saint-Francois,FR,46.4154,3.9054,58.44,77,100,8.05,overcast clouds
450,Kalianget,ID,-7.05,113.9333,77.54,83,100,18.25,light rain
451,Aklavik,CA,68.2191,-135.0107,-20.2,76,75,10.36,broken clouds
452,Alikalia,SL,9.1667,-11.4,72.05,32,46,1.57,scattered clouds
453,Husavik,IS,66.0449,-17.3389,12.54,88,98,6.98,light snow
454,Lamar,US,33.6668,-95.5836,22.35,45,0,17.27,clear sky
455,Altay,CN,47.8667,88.1167,-6.18,69,5,7.16,clear sky
456,Malatya,TR,38.5,38.0,37.45,87,75,2.3,broken clouds
457,Zhangye,CN,38.9342,100.4517,21.85,42,45,7.99,scattered clouds
458,Sambava,MG,-14.2667,50.1667,75.63,94,100,3.33,heavy intensity rain
459,Bousso,TD,10.4795,16.7117,71.02,25,27,7.05,scattered clouds
460,Acari,PE,-15.4311,-74.6158,79.7,58,84,11.88,broken clouds
461,Walvis Bay,NA,-22.9575,14.5053,67.15,82,0,11.5,clear sky
462,Saint-Augustin,CA,51.226,-58.6502,21.65,74,6,3.76,clear sky
463,Roald,NO,62.5833,6.1333,35.76,64,40,10.36,scattered clouds
464,Lerwick,GB,60.1545,-1.1494,35.6,65,99,13.8,overcast clouds
465,Lomovka,RU,53.9194,58.3672,26.65,96,100,6.82,light snow
466,Dhidhdhoo,MV,6.8833,73.1,80.85,71,62,9.86,broken clouds
467,Visnes,NO,59.3556,5.2242,31.82,100,0,5.75,clear sky
468,Batemans Bay,AU,-35.7167,150.1833,62.1,73,0,3.58,clear sky
469,Vostok,RU,46.4856,135.8833,3.83,99,100,1.63,overcast clouds
470,Saurimo,AO,-9.6608,20.3916,65.03,98,100,4.09,moderate rain
471,Talaya,RU,61.3833,152.75,-30.08,87,4,0.92,clear sky
472,Talcahuano,CL,-36.7167,-73.1167,69.48,46,0,25.32,clear sky
473,Hamilton,US,39.1834,-84.5333,0.59,77,100,21.85,overcast clouds
474,Kirkenaer,NO,60.4564,12.0582,-1.08,99,75,3.2,broken clouds
475,Pattani,TH,6.75,100.4167,71.31,93,84,3.18,broken clouds
476,Kalmunai,LK,7.4167,81.8167,75.24,90,23,13.29,few clouds
477,Pacifica,US,37.6138,-122.4869,60.17,78,75,5.99,haze
478,Dudinka,RU,69.4058,86.1778,-12.95,93,17,9.13,few clouds
479,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,84.85,65,100,3.44,overcast clouds
480,Hervey Bay,AU,-25.2986,152.8535,73.17,76,97,4.27,overcast clouds
481,Nichinan,JP,31.6,131.3667,35.38,81,13,6.71,few clouds
482,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,64,75,17.9,light shower snow
483,Itaqui,BR,-29.1253,-56.5531,92.62,29,64,2.06,broken clouds
484,Mudgee,AU,-32.5943,149.5871,64.62,90,15,0.58,few clouds
485,Santa Lucia,ES,27.9117,-15.5407,60.12,77,0,3.44,clear sky
486,Telimele,GN,10.9167,-13.3333,74.12,30,31,1.83,scattered clouds
487,Feijo,BR,-8.1642,-70.3536,84.76,70,59,3.71,broken clouds
488,Port Augusta,AU,-32.5,137.7667,65.89,69,1,10.13,clear sky
489,Tura,IN,25.5198,90.2201,57.54,81,0,3.56,clear sky
490,Salalah,OM,17.0151,54.0924,73.09,79,98,3.58,overcast clouds
491,Khambhat,IN,22.3,72.6167,61.29,30,0,10.25,clear sky
492,Pingliang,CN,35.5392,106.6861,28.24,50,0,3.83,clear sky
493,Mujiayingzi,CN,42.1167,118.7833,9.37,53,72,6.13,broken clouds
494,Kjollefjord,NO,70.9457,27.3465,26.65,89,100,3.67,overcast clouds
495,Mikhaylovskoye,RU,51.8239,79.7172,9.3,84,100,13.51,overcast clouds
496,Rocha,UY,-34.4833,-54.3333,82.17,45,28,18.12,scattered clouds
497,Alta Floresta,BR,-9.8756,-56.0861,79.12,90,85,3.76,overcast clouds
498,Buchanan,LR,5.8808,-10.0467,79.29,79,7,7.09,clear sky
499,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.8,79,40,4.61,scattered clouds
500,Nagram,IN,26.6167,81.1333,64.45,34,27,5.37,scattered clouds
501,Khani,GE,41.9563,42.9566,40.57,60,0,5.86,clear sky
502,Butembo,CD,0.15,29.2833,57.67,95,90,2.59,overcast clouds
503,Port Lincoln,AU,-34.7333,135.8667,56.98,82,2,4.61,clear sky
504,Kathu,TH,7.9178,98.3332,75.02,80,52,10.6,broken clouds
505,Alekseyevka,RU,50.6309,38.6903,38.3,81,100,9.1,light rain
506,Hammerfest,NO,70.6634,23.6821,21.65,86,40,3.44,scattered clouds
507,Cortez,US,37.3489,-108.5859,45.36,45,0,9.22,clear sky
508,Ornskoldsvik,SE,63.2909,18.7153,23.95,86,6,13.8,clear sky
509,Makakilo City,US,21.3469,-158.0858,78.01,79,20,4.61,few clouds
510,Mikuni,JP,36.2171,136.1519,37.31,83,100,34.61,overcast clouds
511,Mende,FR,44.6667,3.5,45.09,98,100,6.17,overcast clouds
512,Marawi,PH,7.9986,124.2928,69.96,95,100,0.49,overcast clouds
513,Trinidad,BO,-14.8333,-64.9,91.38,62,75,9.22,broken clouds
514,Uvalde,US,29.3669,-99.767,33.31,23,0,4.61,clear sky
515,Goma,CD,-1.6792,29.2228,62.24,91,100,2.44,light rain
516,Matamoros,MX,25.5333,-103.25,57.11,39,0,7.83,clear sky
517,Anse-Bertrand,GP,16.4721,-61.5078,82.22,100,1,17.34,clear sky
518,Senneterre,CA,48.3835,-77.2328,33.17,93,100,16.89,snow
519,Ko Samui,TH,9.5357,99.9357,79.59,73,87,9.82,overcast clouds
520,Torre Del Campo,ES,37.7705,-3.8973,55.62,81,54,3.0,broken clouds
521,Pumiao,CN,22.75,108.4833,52.2,46,28,3.53,scattered clouds
522,Lincoln,US,40.8,-96.667,8.17,66,0,21.85,clear sky
523,Jizan,SA,17.3333,42.6667,79.74,68,10,5.48,clear sky
524,Tilichiki,RU,60.4667,166.1,0.61,87,5,11.21,clear sky
525,Boyuibe,BO,-20.4167,-63.2833,96.37,25,55,13.96,broken clouds
526,Winslow,US,35.0242,-110.6974,48.38,40,75,0.0,broken clouds
527,Iquitos,PE,-3.7481,-73.2472,87.84,79,40,6.91,scattered clouds
528,Ruteng,ID,-8.6136,120.4721,63.97,93,100,1.28,overcast clouds
529,Flinders,AU,-34.5833,150.8552,63.18,85,19,4.0,few clouds
530,Meulaboh,ID,4.1363,96.1285,76.77,90,91,2.8,overcast clouds
531,Curup,ID,-3.4667,102.5333,67.57,96,100,2.95,overcast clouds
532,Vila Do Maio,CV,15.1333,-23.2167,77.79,73,5,16.04,clear sky
533,San Ramon,US,37.7799,-121.978,57.96,76,0,4.61,haze
534,Chimbote,PE,-9.0853,-78.5783,74.16,72,19,14.0,few clouds
535,Balkanabat,TM,39.5108,54.3671,40.82,27,8,12.88,clear sky
536,Auki,SB,-8.7676,160.7034,75.2,94,100,2.37,overcast clouds
537,Dunedin,NZ,-45.8742,170.5036,54.81,95,100,8.01,overcast clouds
538,Paraiso,CR,9.8383,-83.8656,75.88,79,35,6.02,scattered clouds
539,Pasni,PK,25.2631,63.471,67.14,29,81,15.59,broken clouds
540,Naze,JP,28.3667,129.4833,49.12,68,100,25.5,light rain
541,Krivosheino,RU,57.3431,83.9261,-1.19,85,100,13.27,overcast clouds
542,Wakkanai,JP,45.4094,141.6739,34.81,84,100,37.49,overcast clouds
543,Oktyabrskiy,RU,54.4815,53.471,33.53,96,100,17.16,light snow
544,Knokke-Heist,BE,51.3333,3.3333,54.01,85,38,11.99,scattered clouds
545,Lukow,PL,51.929,22.3796,40.93,100,100,9.24,overcast clouds
546,Hailar,CN,49.2,119.7,-22.68,95,9,5.5,clear sky
547,Zhezkazgan,KZ,47.8043,67.7144,6.31,97,100,3.51,overcast clouds
548,Shirokiy,RU,49.758,129.523,5.49,88,6,11.05,clear sky
549,Diepholz,DE,52.6,8.3667,46.45,91,100,5.19,light rain
550,Itacare,BR,-14.2775,-38.9967,77.4,84,82,6.49,broken clouds
551,Podgornoye,RU,51.735,39.1496,39.42,87,75,11.18,broken clouds
552,Kudahuvadhoo,MV,2.6708,72.8944,80.17,80,83,11.86,broken clouds
553,Palu,ID,-0.8917,119.8707,75.58,92,100,3.53,overcast clouds
554,Taoudenni,ML,22.6783,-3.9836,66.65,24,0,11.72,clear sky
555,Asyut,EG,27.181,31.1837,60.98,48,100,12.26,overcast clouds
556,Mahajanga,MG,-15.7167,46.3167,82.42,74,20,10.36,light rain
557,Barinas,VE,8.6226,-70.2075,89.64,43,5,9.22,clear sky
558,Liaocheng,CN,36.4439,115.9647,19.87,27,0,5.39,clear sky
559,Halifax,CA,44.6453,-63.5724,45.45,97,100,33.38,light rain
560,Asau,RO,46.4333,26.4,25.72,90,63,5.95,broken clouds
561,Gusinoye Ozero,RU,51.1144,106.2614,6.28,97,100,0.96,light snow
562,Mount Isa,AU,-20.7333,139.5,74.97,100,75,5.75,broken clouds
563,Kushiro,JP,42.975,144.3747,31.86,93,100,6.78,light snow
564,Malanje,AO,-9.5402,16.341,63.46,97,100,4.12,overcast clouds
565,Boissevain,CA,49.2306,-100.0559,-7.1,88,7,12.93,clear sky
566,Dargaville,NZ,-35.9333,173.8833,66.54,77,100,5.17,overcast clouds
567,La Ronge,CA,55.1001,-105.2842,-16.35,69,75,2.3,broken clouds
568,Montepuez,MZ,-13.1256,38.9997,69.4,98,100,1.74,heavy intensity rain
569,Gamba,GA,-2.65,10.0,76.06,83,70,1.45,broken clouds
570,Iquique,CL,-20.2208,-70.1431,73.44,68,3,9.33,clear sky
571,Jiuquan,CN,39.7432,98.5174,15.37,77,9,6.67,clear sky
572,Domoni,KM,-12.2569,44.5319,79.32,82,100,3.69,overcast clouds
573,Zhengjiatun,CN,43.5064,123.5064,9.79,78,100,10.54,overcast clouds
574,Constantine,DZ,36.365,6.6147,51.21,76,0,0.0,clear sky
575,Afua,BR,-0.1567,-50.3867,75.22,94,100,4.09,overcast clouds
576,Caucaia,BR,-3.7361,-38.6531,82.35,76,75,6.91,broken clouds
577,Erenhot,CN,43.6475,111.9767,2.75,64,0,6.46,clear sky
578,Trat,TH,12.5,102.5,74.88,76,100,3.49,overcast clouds
579,Belyy Yar,RU,53.6039,91.3903,-18.15,81,100,0.0,fog
580,Porto Novo,BJ,6.4965,2.6036,82.22,58,12,5.99,few clouds
581,Nueva Guinea,NI,11.6876,-84.4562,80.98,74,41,12.48,scattered clouds
582,Balkhash,KZ,46.844,74.9804,3.27,93,55,7.11,broken clouds
583,Bella Union,UY,-30.2752,-57.6007,89.13,37,55,15.97,light rain
584,Palauig,PH,15.435,119.9045,74.86,69,18,6.62,few clouds
585,Tena,EC,-0.9833,-77.8167,75.36,67,99,1.74,light rain
586,Medea,DZ,36.2642,2.7539,51.1,62,6,3.76,clear sky
587,Saint-Ambroise,CA,48.5501,-71.3324,28.22,86,100,20.71,snow
588,Perth,AU,-31.9333,115.8333,73.99,65,0,8.05,clear sky
589,Kyzyl-Suu,KG,42.3414,78.0056,16.56,55,3,8.72,clear sky
590,Zabalj,RS,45.3722,20.0639,48.06,81,100,5.41,overcast clouds
591,Calais,FR,50.9167,1.8333,52.09,88,37,25.95,scattered clouds
592,Mercedes,AR,-34.6515,-59.4307,87.85,50,100,9.71,overcast clouds
593,Burns Lake,CA,54.2331,-125.7533,-8.18,93,100,2.64,light snow
594,Nishihara,JP,26.1842,127.7558,56.48,61,100,26.46,overcast clouds
595,Eureka,US,40.8021,-124.1637,63.18,84,100,5.01,overcast clouds
596,Cockburn Town,TC,21.4612,-71.1419,79.18,72,1,8.79,clear sky
597,Pula,HR,44.8683,13.8481,51.57,93,100,2.3,overcast clouds
598,Manicore,BR,-5.8092,-61.3003,89.55,62,20,4.61,few clouds
599,Filadelfia,US,39.9523,-75.1638,26.38,65,89,14.0,overcast clouds
600,Lakhi,PK,27.8496,68.6994,53.49,76,1,0.0,haze
601,Traiguen,CL,-38.25,-72.6833,70.34,27,0,16.51,clear sky
602,Shitanjing,CN,39.2342,106.3439,17.6,60,0,5.14,clear sky
603,Baker City,US,44.7749,-117.8344,18.59,82,100,6.53,snow
604,Yumen,CN,40.2833,97.2,12.92,77,30,6.22,scattered clouds
605,Calceta,EC,-0.85,-80.1667,87.71,53,98,12.88,overcast clouds
606,Misratah,LY,32.3754,15.0925,64.15,67,31,19.17,scattered clouds
607,Pokaran,IN,26.9167,71.9167,55.83,22,0,7.31,clear sky
608,Bijar,IR,35.8668,47.6051,33.55,62,100,9.1,overcast clouds
609,Weinan,CN,34.5036,109.5089,33.91,48,0,2.37,clear sky
610,Turayf,SA,31.6725,38.6637,44.85,87,20,11.5,mist
611,Turukhansk,RU,65.8167,87.9833,-4.54,97,100,16.33,light snow
612,Pangnirtung,CA,66.1451,-65.7125,3.2,55,20,3.44,few clouds
613,Islamkot,PK,24.6997,70.177,59.27,17,0,9.69,clear sky
614,Elbistan,TR,38.2059,37.1983,37.53,77,7,2.01,clear sky
615,Gushikawa,JP,26.3544,127.8686,56.43,54,100,13.8,overcast clouds
616,Yeppoon,AU,-23.1333,150.7333,71.38,76,100,6.96,overcast clouds
617,Chicama,PE,-7.8447,-79.1469,68.54,63,48,12.01,scattered clouds
618,Gat,IL,31.61,34.7642,58.41,100,0,5.59,clear sky
619,Saint-Georges,GD,12.0564,-61.7485,83.88,70,40,18.41,light intensity shower rain
620,Rehoboth,NA,-23.3167,17.0833,76.59,47,77,11.9,broken clouds
621,Yushala,RU,57.0761,64.2601,22.6,93,20,7.23,few clouds
622,Palo Alto,US,37.4419,-122.143,64.08,75,0,9.22,haze
623,Buala,SB,-8.145,159.5921,78.75,86,100,8.59,light rain
624,Teknaf,BD,20.8624,92.3058,64.4,69,100,9.51,overcast clouds
625,Shache,CN,38.4167,77.2406,23.32,46,26,4.65,scattered clouds
626,Korla,CN,41.7597,86.1469,18.82,52,0,3.78,clear sky
627,Ankola,IN,14.6667,74.3,72.97,56,16,4.68,few clouds
628,Omsukchan,RU,62.5333,155.8,-6.99,72,0,5.28,clear sky
629,Florencia,IT,43.7667,11.25,58.1,96,75,1.99,mist
630,Safford,US,32.834,-109.7076,57.11,26,0,11.5,clear sky
631,Flin Flon,CA,54.7682,-101.865,-7.13,88,6,5.55,clear sky
632,Dmytrivka,UA,45.9717,28.9864,37.6,62,50,1.45,scattered clouds
633,Veles,MK,41.7156,21.7756,28.85,71,0,0.81,clear sky
634,Sola,VU,-13.8833,167.55,82.69,72,34,10.63,scattered clouds
635,Placido De Castro,BR,-10.3353,-67.1856,92.7,43,79,5.99,broken clouds
636,La Libertad,EC,-2.2333,-80.9,75.2,76,75,11.52,broken clouds
637,Soyo,AO,-6.1349,12.3689,78.08,79,23,5.23,few clouds
638,Sibolga,ID,1.7427,98.7792,75.67,84,100,2.66,overcast clouds
639,Kanniyakumari,IN,8.0833,77.5667,78.37,77,12,0.69,few clouds
640,Garissa,KE,-0.4536,39.6401,81.81,62,97,8.28,overcast clouds
641,Yulara,AU,-25.2406,130.9889,70.3,78,4,6.69,clear sky
642,Road Town,VG,18.4167,-64.6167,79.09,68,0,12.73,clear sky
643,Port Hedland,AU,-20.3167,118.5667,80.65,65,11,5.75,few clouds
644,Mananjary,MG,-21.2167,48.3333,72.99,86,33,5.03,light rain
645,Merauke,ID,-8.4667,140.3333,79.65,89,100,6.44,overcast clouds
646,Storsteinnes,NO,69.2408,19.2344,27.37,97,100,2.44,snow
647,Mutoko,ZW,-17.397,32.2268,61.7,76,38,5.14,scattered clouds
648,Itaporanga,BR,-7.3044,-38.1503,78.03,71,99,8.52,overcast clouds
649,Krasnokholmskiy,RU,55.9873,55.0466,31.24,97,100,11.59,light snow
650,North Bend,US,43.4065,-124.2243,56.91,99,100,14.43,overcast clouds
651,Moyale,KE,3.5167,39.0584,72.36,51,35,4.72,scattered clouds
652,Kodino,RU,63.7198,39.6447,31.1,99,100,3.44,light snow
653,Stuttgart,DE,48.7823,9.177,56.57,75,75,11.5,shower rain
654,Nenjiang,CN,49.1833,125.2167,8.02,89,100,4.99,overcast clouds
655,Dali,CN,25.7,100.1833,41.83,73,52,1.3,broken clouds
656,Adre,TD,13.4667,22.2,66.25,37,99,12.64,overcast clouds
657,Berdigestyakh,RU,62.0989,126.6992,-11.83,92,100,3.22,overcast clouds
658,Mangai,CD,-4.05,19.5333,70.09,97,96,1.95,light rain
659,Dickinson,US,29.4608,-95.0513,34.07,38,2,8.01,clear sky
660,Duldurga,RU,50.6761,113.5931,-9.9,96,18,2.53,few clouds
661,Manaure,CO,11.7751,-72.4445,85.53,53,0,22.55,clear sky
662,Makueni,KE,-1.8041,37.6203,63.25,93,100,3.22,overcast clouds
